1.000000000000000000e+00,1.000000000000000000e+00,4.699341217846865759e-01
1.000000000000000000e+00,4.000000000000000000e+00,6.392001471273800473e-01
1.000000000000000000e+00,2.000000000000000000e+00,7.370891854913766972e-01
1.000000000000000000e+00,3.000000000000000000e+00,1.180710250758265634e-01
2.000000000000000000e+00,1.000000000000000000e+00,4.102456168917341106e-01
2.000000000000000000e+00,4.000000000000000000e+00,7.703383183750767138e-01
2.000000000000000000e+00,2.000000000000000000e+00,5.018562530066489336e-01
2.000000000000000000e+00,3.000000000000000000e+00,2.123446463216906444e-01
3.000000000000000000e+00,1.000000000000000000e+00,4.368686737597490266e-01
3.000000000000000000e+00,3.000000000000000000e+00,3.104089913346430585e-01
3.000000000000000000e+00,4.000000000000000000e+00,8.651768355473626881e-01
3.000000000000000000e+00,2.000000000000000000e+00,3.074311215302131250e-01
4.000000000000000000e+00,1.000000000000000000e+00,4.302512096697558297e-01
4.000000000000000000e+00,4.000000000000000000e+00,9.458331687913256181e-01
4.000000000000000000e+00,3.000000000000000000e+00,3.939963779272069866e-01
4.000000000000000000e+00,2.000000000000000000e+00,1.470692667414397192e-01
5.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.000000000000000000e+00,4.537044474118237525e-01
5.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,3.000000000000000000e+00,4.731961655249576904e-01
